Grade;Area;Topic;Code;Description
1;Life Science;From Molecules to Organisms: Structures and Processes;1.LS.1.2;"Obtain information to compare ways in which the behavior of different animal parents and their offspring help the offspring to survive.
Clarification Statement: Examples of behaviors could include the signals that offspring make (such as crying, cheeping, and other vocalizations) and the responses of the parents (such as feeding, comforting, and protecting the offspring)."
1;Life Science;Heredity: Inheritance and Variation of Traits;1.LS.3.1;"Use information from observations (first-hand and from media) to identify similarities and differences among individual plants or animals of the same kind. Clarification Statements: Examples of observations could include that leaves from the same kind of plant are the same shape but can differ in size; Inheritance, animals that undergo metamorphosis, or hybrids are not expected."
1;Physical Science;Waves and Their Applications in Technologies for Information Transfer;1.PS.4.1;"Demonstrate that vibrating materials can make sound and that sound can make materials vibrate.
Clarification Statements: Examples of vibrating materials that make sound could include tuning forks, a stretched string or rubber band, and a drum head; Examples of how sound can make materials vibrate could include holding a piece of paper near a speaker making sound and holding an object near a vibrating tuning fork."
1;Physical Science;Waves and Their Applications in Technologies for Information Transfer;1.PS.4.3;"Conduct an investigation to determine the effect of placing materials that allow light to pass through them, allow only some light through them, block all the light, or redirect light when put in the path of a beam of light. Clarification Statements: Effects can include some or all light passing through, creation of a shadow, and redirecting light; Quantitative measures are not expected."
1;Physical Science;Waves and Their Applications in Technologies for Information Transfer;1.PS.4.4;"Use tools and materials to design and build a device that uses light or sound to send a signal over a distance.*
Clarification Statements: Examples of devices could include a light source to send signals, paper cup and string ?telephones,? and a pattern of drum beats; Technological details for how communication devices work are not expected."
1;Technology/Engineering;Engineering Design;1.ETS.1.1;Ask questions, make observations, and gather information about a situation people want to change that can be solved by developing or improving an object or tool.*
1;Technology/Engineering;Engineering Design;1.ETS.1.2;Generate multiple solutions to a design problem and make a drawing (plan) to represent one or more of the solutions.*
2;Earth and Space Sciences;Earth's Systems;2.ESS.2.1;"Investigate and compare the effectiveness of multiple solutions designed to slow or prevent wind or water from changing the shape of the land.*
Clarification Statements: Solutions to be compared could include different designs of dikes and windbreaks to hold back wind and water, and different designs for using shrubs, grass, and trees to hold back the land; Solutions can be generated or provided."
2;Earth and Space Sciences;Earth's Systems;2.ESS.2.2;"Map the shapes and types of landforms and bodies of water in an area.
Clarification Statements: Examples of types of landforms can include hills, valleys, river banks, and dunes; Examples of water bodies can include streams, ponds, bays, and rivers; Quantitative scaling in models or contour mapping is not expected."
2;Earth and Space Sciences;Earth's Systems;2.ESS.2.3;Use examples obtained from informational sources to explain that water is found in the ocean, rivers and streams, lakes and ponds, and may be solid or liquid.
2;Earth and Space Sciences;Earth's Systems;2.ESS.2.4;"Observe how blowing wind and flowing water can move Earth materials from one place to another and change the shape of a landform.
Clarification Statement: Examples of types of landforms can include hills, valleys, river banks, and dunes."
2;Life Science;Ecosystems: Interactions, Energy, and Dynamics;2.LS.2.3;"Develop and use models to compare how plants and animals depend on their surroundings and other living things to meet their needs in the places they live.Clarification Statement: Animals need food, water, air, shelter, and favorable temperature; plants need sufficient light, water, minerals, favorable temperature, and animals or other mechanisms to disperse seeds."
2;Life Science;Biological Evolution: Unity and Diversity;2.LS.4.1;"Use texts, media, or local environments to observe and compare (a) different kinds of living things in an area, and (b) differences in the kinds of living things living in different types of areas. Clarification Statements: Examples of areas to compare can include temperate forest, desert, tropical rain forest, grassland, arctic, and aquatic; Specific animal and plant names in specific areas are not expected."
2;Physical Science;Matter and Its Interactions;2.PS.1.1;Describe and classify different kinds of materials by observable properties of color, flexibility, hardness, texture, and absorbency.
2;Physical Science;Matter and Its Interactions;2.PS.1.2;"Test different materials and analyze the data obtained to determine which materials have the properties that are best suited for an intended purpose.Clarification Statements: Examples of properties could include, color, flexibility, hardness, texture, and absorbency; Data should focus on qualitative and relative observations."
2;Physical Science;Matter and Its Interactions;2.PS.1.3;"Analyze a variety of evidence to conclude that when a chunk of material is cut or broken into pieces, each piece is still the same material and, however small each piece is, has weight. Show that the material properties of a small set of pieces do not change when the pieces are used to build larger objects. Clarification Statements: Materials should be pure substances or microscopic mixtures that appear contiguous at observable scales; Examples of pieces could include blocks, building bricks, and other assorted small objects."
2;Physical Science;Matter and Its Interactions;2.PS.1.4;"Construct an argument with evidence that some changes to materials caused by heating or cooling can be reversed and some cannot.
Clarification Statements: Examples of reversible changes could include materials such as water and butter at different temperatures; Examples of irreversible changes could include cooking an egg, freezing a plant leaf, and burning paper."
2;Physical Science;Energy;2.PS.3.1;"Design and conduct an experiment to show the effects of friction on the relative temperature and speed of objects that rub against each other.
Clarification Statements: Examples could include an object sliding on rough vs. smooth surfaces; Observations of temperature and speed should be qualitative."
2;Technology/Engineering;Engineering Design;2.ETS.1.3;"Analyze data from tests of two objects designed to solve the same design problem to compare the strengths and weaknesses of how each object performs.* Clarification Statements: Data can include observations and be either qualitative or quantitative; Examples can include how different objects insulate cold water or how different types of grocery bags perform."
3;Earth and Space Sciences;Earth's Systems;3.ESS.2.1;"Use graphs and tables of local weather data to describe and predict typical weather during a particular season in an area.
Clarification Statements: Examples of weather data could include temperature, amount and type of precipitation (e.g., rain, snow), wind direction, and wind speed; Graphical displays should focus on pictographs and bar graphs."
3;Earth and Space Sciences;Earth's Systems;3.ESS.2.2;"Obtain and summarize information about the climate of different regions of the world to illustrate that typical weather conditions over a year vary by region.Clarification Statement: Examples of information can include climate data (average temperature, average precipitation, average wind speed) or comparative descriptions of seasonal weather for different regions; State Assessment Boundary: An understanding of climate change is not expected in state assessment."
3;Earth and Space Sciences;Earth and Human Activity;3.ESS.3.1;Evaluate the merit of a design solution that reduces the damage caused by weather.* Clarification Statement: Examples of design solutions to reduce weather-related damage could include a barrier to prevent flooding, a wind-resistant roof, and a lightning rod.
3;Life Science;From Molecules to Organisms: Structures and Processes;3.LS.1.1;"Use simple graphical representations to show that different types of organisms have unique and diverse life cycles. Describe that all organisms have birth, growth, reproduction, and death in common but there are a variety of ways in which these happen.Clarification Statements: Examples can include different ways plants and animals begin (e.g., sprout from a seed, born from an egg), grow (e.g., increase in size and weight, produce a new part), reproduce (e.g., develop seeds, root runners, mate and lay eggs that hatch), and die (e.g., length of life); Plant life cycles should focus on those of flowering plants; Describing variation in organism life cycles should focus on comparisons of the general stages of each, not specifics.
State Assessment Boundary: Detailed descriptions of any one organism?s cycle, the differences of ?complete metamorphosis? and ?incomplete metamorphosis,? or details of human reproduction are not expected in state assessment."
3;Life Science;Heredity: Inheritance and Variation of Traits;3.LS.3.1;"Provide evidence, including through the analysis of data, that plants and animals have traits inherited from parents and that variation of these traits exist in a group of similar organisms.Clarification Statements: Examples of inherited traits that vary can include the color of fur, shape of leaves, length of legs, and size of flowers; Focus should be on non-human examples. State Assessment Boundary: Genetic mechanisms of inheritance or prediction of traits are not expected in state assessment."
3;Life Science;Heredity: Inheritance and Variation of Traits;3.LS.3.2;"Distinguish between inherited characteristics and those characteristics that result from a direct interaction with the environment. Give examples of characteristics of living organisms that are influenced by both inheritance and the environment. Clarification Statements: Examples of the environment affecting a characteristic could include normally tall plants stunted because they were grown with insufficient water or light, a lizard missing a tail due to a predator, and a pet dog becoming overweight because it is given too much food and little exercise; Focus should be on non-human examples."
3;Life Science;Biological Evolution: Unity and Diversity;3.LS.4.1;"Use fossils to describe types of organisms and their environments that existed long ago and compare those to living organisms and their environments. Recognize that most kinds of plants and animals that once lived on Earth are no longer found anywhere.
Clarification Statement: Comparisons should focus on physical or observable features. State Assessment Boundary: Identification of specific fossils or specific present-day plants and animals, dynamic processes, or genetics are not expected in state assessment."
3;Life Science;Biological Evolution: Unity and Diversity;3.LS.4.2;"Use evidence to construct an explanation for how the variations in characteristics among individuals within the same species may provide advantages to these individuals in their survival and reproduction.
Clarification Statements: Examples can include rose bushes of the same species, one with slightly longer thorns than the other which may prevent its predation by deer, and color variation within a species that may provide advantages so one organism may be more likely to survive and therefore more likely to produce offspring; Examples of evidence could include needs and characteristics of the organisms and habitats involved."
3;Life Science;Biological Evolution: Unity and Diversity;3.LS.4.3;Construct an argument with evidence that in a particular environment some organisms can survive well, some survive less well, and some cannot survive. Clarification Statement: Examples of evidence could include needs and characteristics of the different organisms (species) and habitats involved.
3;Life Science;Biological Evolution: Unity and Diversity;3.LS.4.4;"Analyze and interpret given data about changes in a habitat and describe how the changes may affect the ability of organisms that live in that habitat to survive and reproduce. Clarification Statements: Changes should include changes to landforms, distribution of water, climate, and availability of resources; Changes in the habitat could range in time from a season to a decade; While it is understood that ecological changes are complex, the focus should be on a single change to the habitat."
3;Life Science;Biological Evolution: Unity and Diversity;3.LS.4.5;"Provide evidence to support a claim that the survival of a population is dependent upon reproduction.
State Assessment Boundary: Details of reproduction are not expected in state assessment."
3;Physical Science;Motion and Stability: Forces and Interactions;3.PS.2.1;"Provide evidence to explain the effect of multiple forces, including friction, on an object. Include balanced forces that do not change the motion of the object and unbalanced forces that do change the motion of the object. Clarification Statements: Descriptions of force magnitude should be qualitative and relative; Force due to gravity is appropriate but only as a force that pulls objects down; State Assessment Boundaries: Quantitative force magnitude is not expected in state assessment; State assessment will be limited to one variable at a time: number, size, or direction of forces."
3;Physical Science;Motion and Stability: Forces and Interactions;3.PS.2.3;Conduct an investigation to determine the nature of the forces between two magnets based on their orientations and distance relative to each other. Clarification Statement: Focus should be on forces produced by magnetic objects that are easily manipulated.
3;Physical Science;Motion and Stability: Forces and Interactions;3.PS.2.4;"Define a simple design problem that can be solved by using interactions between magnets.*
Clarification Statement: Examples of problems could include constructing a latch to keep a door shut and creating a device to keep two moving objects from touching each other."
3;Technology/Engineering;Engineering Design;3.ETS.1.1;Define a simple design problem that reflects a need or a want. Include criteria for success and constraints on materials, time, or cost that a potential solution must meet.*
3;Technology/Engineering;Engineering Design;3.ETS.1.2;Generate several possible solutions to a given design problem. Compare each solution based on how well each is likely to meet the criteria and constraints of the design problem.* Clarification Statement: Examples of design problems can include adapting a switch on a toy for children who have a motor coordination disability, designing a way to clear or collect debris or trash from a storm drain, or creating safe moveable playground equipment for a new recess game.
3;Technology/Engineering;Engineering Design;3.ETS.1.4;"Gather information using various informational resources on possible solutions to a design problem. Present different representations of a design solution.* Clarification Statements: Examples of informational resources can include books, videos, and websites. Examples of representations can include graphic organizers, sketches, models, and prototypes.
[3-5-ETS1-3 and 3-5-ETS1-5(MA) are found in grade 4"
4;Earth and Space Sciences;Earth's Place in the Universe;4.ESS.1.1;"Use evidence from a given landscape that includes simple landforms and rock layers to support a claim about the role of erosion or deposition in the formation of the landscape over long periods of time. Clarification Statements: Examples of evidence and claims could include rock layers with shell fossils above rock layers with plant fossils and no shells, indicating a change from deposition on land to deposition in water over time; and a canyon with rock layers in the walls and a river in the bottom, indicating that a river eroded the rock over time. Examples of simple landforms can include valleys, hills, mountains, plains, and canyons. Focus should be on relative time. State Assessment Boundary: Specific details of the mechanisms of rock formation or specific rock formations and layers are not expected in state assessment."
4;Earth and Space Sciences;Earth's Systems;4.ESS.2.1;Make observations and collect data to provide evidence that rocks, soils, and sediments are broken into smaller pieces through mechanical weathering and moved around through erosion. Clarification Statements: Mechanical weathering processes can include frost wedging, abrasion, and tree root wedging. Erosion can include movement by blowing wind, flowing water, and moving ice. State Assessment Boundary: Chemical processes are not expected in state assessment.
4;Earth and Space Sciences;Earth's Systems;4.ESS.2.2;Analyze and interpret maps of Earth?s mountain ranges, deep ocean trenches, volcanoes, and earthquake epicenters to describe patterns of these features and their locations relative to boundaries between continents and oceans.
4;Earth and Space Sciences;Earth and Human Activity;4.ESS.3.1;Obtain information to describe that energy and fuels humans use are derived from natural resources and that some energy and fuel sources are renewable and some are not. Clarification Statements: Examples of renewable energy resources could include wind energy, water behind dams, tides, and sunlight. Non-renewable energy resources are fossil fuels and nuclear materials.
4;Earth and Space Sciences;Earth and Human Activity;4.ESS.3.2;"Evaluate different solutions to reduce the impacts of a natural event such as an earthquake, blizzard, or flood on humans.*
Clarification Statement: Examples of solutions could include an earthquake-resistant building or a constructed wetland to mitigate flooding."
4;Life Science;From Molecules to Organisms: Structures and Processes;4.LS.1.1;"Construct an argument that animals and plants have internal and external structures that support their survival, growth, behavior, and reproduction.
Clarification Statements: Animal structures can include legs, wings, fins, feathers, trunks, claws, horns, antennae, eyes, ears, nose, heart, stomach, lung, brain, and skin. Plant structures can include leaves, roots, stems, bark, branches, flowers, fruit, and seeds. State Assessment Boundary: State assessment will be limited to macroscopic structures."
4;Physical Science;Energy;4.PS.3.1;Use evidence to construct an explanation relating the speed of an object to the energy of that object. State Assessment Boundaries: State assessment will be limited to analysis of kinetic energy. Accounting for mass, quantitative measures of changes in the speed of an object, or any precise or quantitative definition of energy is not expected in state assessment.
4;Physical Science;Energy;4.PS.3.2;"Make observations to show that energy can be transferred from place to place by sound, light, heat, and electric currents.
Clarification Statement: Evidence of energy being transferred can include vibrations felt a small distance from a source, a solar-powered toy that moves when placed in direct light, warming a metal object on one end and observing the other end getting warm, and a wire carrying electric energy from a battery to light a bulb. State Assessment Boundary: Quantitative measurements of energy are not expected in state assessment."
4;Physical Science;Energy;4.PS.3.3;Ask questions and predict outcomes about the changes in energy that occur when objects collide. Clarification Statement: Changes in energy can include a change in the object?s motion, position, and the generation of heat and/or sound. State Assessment Boundary: Analysis of forces or quantitative measurements of energy are not expected in state assessment.
4;Physical Science;Energy;4.PS.3.4;Apply scientific principles of energy and motion to test and refine a device that converts kinetic energy to electrical energy or uses stored energy to cause motion or produce light or sound.* Clarification Statement: Sources of stored energy can include water in a bucket or a weight suspended at a height, and a battery.
4;Physical Science;Waves and Their Applications in Technologies for Information Transfer;4.PS.4.1;"Develop a model of a simple mechanical wave (including sound) to communicate that waves (a) are regular patterns of motion along which energy travels and (b) can cause objects to move. Clarification Statement: Examples of models could include diagrams, analogies, and physical models.
State Assessment Boundary: Interference effects, electromagnetic waves, or non-periodic waves are not expected in state assessment."
4;Physical Science;Waves and Their Applications in Technologies for Information Transfer;4.PS.4.2;Develop a model to describe that light must reflect off an object and enter the eye for the object to be seen. State Assessment Boundary: Specific colors reflected and seen, the cellular mechanisms of vision, angles of incidence and reflection, or how the retina works are not expected in state assessment.
4;Physical Science;Waves and Their Applications in Technologies for Information Transfer;4.PS.4.3;"Develop and compare multiple ways to transfer information through encoding, sending, receiving, and decoding a pattern.*
Clarification Statement: Examples of solutions could include drums sending coded information through sound waves, using a grid of 1s and 0s representing black and white to send information about a picture, and using Morse code to send text."
4;Technology/Engineering;Engineering Design;4.ETS.1.3;Plan and carry out tests of one or more design features of a given model or prototype in which variables are controlled and failure points are considered to identify which features need to be improved. Apply the results of tests to redesign a model or prototype.* Clarification Statement: Examples of design features can include materials, size, shape, and weight.
4;Technology/Engineering;Engineering Design;4.ETS.1.5;Evaluate relevant design features that must be considered in building a model or prototype of a solution to a given design problem.*
5;Earth and Space Sciences;Earth's Place in the Universe;5.ESS.1.1;Use observations, first-hand and from various media, to argue that the Sun is a star that appears larger and brighter than other stars because it is closer to Earth. State Assessment Boundary: Other factors that affect apparent brightness (such as stellar masses, age, or stage) are not expected in state assessment.
5;Earth and Space Sciences;Earth's Place in the Universe;5.ESS.1.2;"Use a model to communicate Earth?s relationship to the Sun, Moon, and other stars that explain (a) why people on Earth experience day and night, (b) patterns in daily changes in length and direction of shadows over a day, and (c) changes in the apparent position of the Sun, Moon, and stars at different times during a day, over a month, and over a year. Clarification Statement: Models should illustrate that the Earth, Sun, and Moon are spheres; include orbits of the Earth around the Sun and of the Moon around Earth; and demonstrate Earth?s rotation about its axis.
State Assessment Boundary: Causes of lunar phases or seasons, or use of Earth?s tilt are not expected in state assessment."
5;Earth and Space Sciences;Earth's Systems;5.ESS.2.1;"Use a model to describe the cycling of water through a watershed through evaporation, precipitation, absorption, surface runoff, and condensation.
State Assessment Boundary: Transpiration or explanations of mechanisms that drive the cycle are not expected in state assessment."
5;Earth and Space Sciences;Earth's Systems;5.ESS.2.2;"Describe and graph the relative amounts of salt water in the ocean; fresh water in lakes, rivers, and groundwater; and fresh water frozen in glaciers and polar ice caps to provide evidence about the availability of fresh water in Earth?s biosphere. State Assessment Boundary: Inclusion of the atmosphere is not expected in state assessment."
5;Earth and Space Sciences;Earth and Human Activity;5.ESS.3.1;Obtain and combine information about ways communities reduce human impact on the Earth?s resources and environment by changing an agricultural, industrial, or community practice or process. Clarification Statement: Examples of changed practices or processes include treating sewage, reducing the amounts of materials used, capturing polluting emissions from factories or power plants, and preventing runoff from agricultural activities. State Assessment Boundary: Climate change or social science aspects of practices such as regulation or policy are not expected in state assessment.
5;Earth and Space Sciences;Earth and Human Activity;5.ESS.3.2;Test a simple system designed to filter particulates out of water and propose one change to the design to improve it.*
5;Life Science;From Molecules to Organisms: Structures and Processes;5.LS.1.1;Ask testable questions about the process by which plants use air, water, and energy from sunlight to produce sugars and plant materials needed for growth and reproduction. State Assessment Boundary: The chemical formula or molecular details about the process of photosynthesis are not expected in state assessment.
5;Life Science;Ecosystems: Interactions, Energy, and Dynamics;5.LS.2.1;"Develop a model to describe the movement of matter among producers, consumers, decomposers, and the air, water, and soil in the environment to (a) show that plants produce sugars and plant materials, (b) show that animals can eat plants and/or other animals for food, and (c) show that some organisms, including fungi and bacteria, break down dead organisms and recycle some materials back to the air and soil.
Clarification Statement: Emphasis is on matter moving throughout the ecosystem. State Assessment Boundary: Molecular explanations, or distinctions among primary, secondary, and tertiary consumers, are not expected in state assessment."
5;Life Science;Ecosystems: Interactions, Energy, and Dynamics;5.LS.2.2;"Compare at least two designs for a composter to determine which is most likely to encourage decomposition of materials.*
Clarification Statement: Measures or evidence of decomposition should be on qualitative descriptions or comparisons."
5;Physical Science;Matter and Its Interactions;5.PS.1.1;Use a particle model of matter to explain common phenomena involving gases, and phase changes between gas and liquid and between liquid and solid. Clarification Statement: Examples of common phenomena the model should be able to describe include adding air to expand a balloon, compressing air in a syringe, and evaporating water from a salt water solution. State Assessment Boundary: Atomic-scale mechanisms of evaporation and condensation or defining unseen particles are not expected in state assessment.
5;Physical Science;Matter and Its Interactions;5.PS.1.2;Measure and graph the weights (masses) of substances before and after a reaction or phase change to provide evidence that regardless of the type of change that occurs when heating, cooling, or combining substances, the total weight (mass) of matter is conserved. Clarification Statement: Assume that reactions with any gas production are conducted in a closed system. State Assessment Boundary: Distinguishing mass and weight is not expected in state assessment.
5;Physical Science;Matter and Its Interactions;5.PS.1.3;"Make observations and measurements of substances to describe characteristic properties of each, including color, hardness, reflectivity, electrical conductivity, thermal conductivity, response to magnetic forces, and solubility. Clarification Statements: Emphasis is on describing how each substance has a unique set of properties. Examples of substances could include baking soda and other powders, metals, minerals, and liquids.
State Assessment Boundary: Density, distinguishing mass and weight, or specific tests or procedures are not expected in state assessment."
5;Physical Science;Matter and Its Interactions;5.PS.1.4;Conduct an experiment to determine whether the mixing of two or more substances results in new substances with new properties (a chemical reaction) or not (a mixture).
5;Physical Science;Motion and Stability: Forces and Interactions;5.PS.2.1;"Support an argument with evidence that the gravitational force exerted by Earth on objects is directed toward Earth?s center.
State Assessment Boundary: Mathematical representations of gravitational force are not expected in state assessment."
5;Physical Science;Energy;5.PS.3.1;Use a model to describe that the food animals digest (a) contains energy that was once energy from the Sun, and (b) provides energy and nutrients for life processes, including body repair, growth, motion, body warmth, and reproduction. Clarification Statement: Examples of models could include diagrams and flow charts. State Assessment Boundary: Details of cellular respiration, ATP, or molecular details of the process of photosynthesis or respiration are not expected in state assessment
5;Technology/Engineering;Technological Systems;5.ETS.3.1;Use informational text to provide examples of improvements to existing technologies (innovations) and the development of new technologies (inventions). Recognize that technology is any modification of the natural or designed world done to fulfill human needs or wants.
5;Technology/Engineering;Technological Systems;5.ETS.3.2;Use sketches or drawings to show how each part of a product or device relates to other parts in the product or device.*
6;Earth and Space Sciences;Earth's Place in the Universe;6.ESS.1.1;"Develop and use a model of the Earth-Sun-Moon system to explain the causes of lunar phases and eclipses of the Sun and Moon.
Clarification Statement: Examples of models can be physical, graphical, or conceptual and should emphasize relative positions and distances."
6;Earth and Space Sciences;Earth's Place in the Universe;6.ESS.1.4;Analyze and interpret rock layers and index fossils to determine the relative ages of rock formations that result from processes occurring over long periods of time. Clarification Statements: Analysis includes laws of superposition and crosscutting relationships limited to minor displacement faults that offset layers. Processes that occur over long periods of time include changes in rock types through weathering, erosion, heat, and pressure. State Assessment Boundary: Strata sequences that have been reordered or overturned, names of specific periods or epochs and events within them, or the identification and naming of minerals or rock types are not expected in state assessment.
