Grade;Area;Topic;Code;Description
Anchor Standards;Speaking and Listening;Comprehension and Collaboration;SL.PK-12.2;Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally.
Anchor Standards;Speaking and Listening;Comprehension and Collaboration;SL.PK-12.3;Evaluate a speaker?s point of view, reasoning, and use of evidence and rhetoric.
Anchor Standards;Speaking and Listening;Presentation of Knowledge and Ideas;SL.K-12.4;Present information, findings, and supporting evidence such that  ? listeners can follow the line of reasoning ? the organization, development, vocabulary, and style are appropriate to an audience.
Anchor Standards;Speaking and Listening;Presentation of Knowledge and Ideas;SL.PK-12.5;Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
Anchor Standards;Speaking and Listening;Presentation of Knowledge and Ideas;SL.PK-12.6;Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate.
Anchor Standards;Language;Conventions of Standard English;L.PK-12.1;Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
Anchor Standards;Language;Conventions of Standard English;L.PK-12.2;Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
Anchor Standards;Language;Knowledge of Language;L.PK-12.3;Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.
Anchor Standards;Language;Vocabulary Acquisition and Use;L.PK-12.4;Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate.
Anchor Standards;Language;Vocabulary Acquisition and Use;L.PK-12.5;Demonstrate understanding of figurative language, word relationships and nuances in word meanings.
Anchor Standards;Language;Vocabulary Acquisition and Use;L.PK-12.6;"Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge."
PK;Reading Literature;Key Ideas and Details;RL.PK.1;With prompting and support, ask and answer questions about a story or poems read aloud.
PK;Reading Literature;Key Ideas and Details;RL.PK.2;With prompting and support, retell a sequence of events from a story read aloud.
PK;Reading Literature;Key Ideas and Details;RL.PK.3;With prompting and support, act out characters and events from a story or poem read aloud.
PK;Reading Literature;Craft and Structure;RL.PK.4;With prompting and support, ask and answer questions about unfamiliar words in a story or poem read aloud. (See pre-kindergarten Language Standards 4-6 on applying knowledge of vocabulary to reading.)
PK;Reading Literature;Craft and Structure;RL.PK.5;Show awareness of the rhythmic structure of a poem or a song by clapping or through movement.
PK;Reading Literature;Craft and Structure;RL.PK.6;With prompting and support, ?read? the illustrations in a picture book by describing a character or place depicted or by telling how a sequence of events unfolds.
PK;Reading Literature;Integration of Knowledge and Ideas;RL.PK.7;With prompting and support, make predictions about what happens next in a picture book after examining and discussing the illustrations.
PK;Reading Literature;Integration of Knowledge and Ideas;RL.PK.9;With prompting and support, make connections between a story or poem and their own experiences.
PK;Reading Literature;Range of Reading and Level of Text Complexity;RL.PK.10;Listen actively as an individual and as a member of a group to a variety of age-appropriate literature read aloud.
PK;Reading Informational Text;Key Ideas and Details;RI.PK.1;With prompting and support, ask and answer questions about an informational text read aloud.
PK;Reading Informational Text;Key Ideas and Details;RI.PK.2;With prompting and support, recall important facts from an informational text after hearing it read aloud.
PK;Reading Informational Text;Key Ideas and Details;RI.PK.3;With prompting and support, represent or act out concepts learned from hearing an informational text read aloud (e.g., make a skyscraper out of blocks after listening to a book about cities or, following a read-aloud on animals, show how an elephant?s gait differs from a bunny?s hop.)
PK;Reading Informational Text;Craft and Structure;RI.PK.4;With prompting and support, ask and answer questions about unfamiliar words in an informational text read aloud. (See pre-kindergarten Language Standards 4-6 on applying knowledge of vocabulary to reading.)
PK;Reading Informational Text;Craft and Structure;RI.PK.6;With prompting and support, ?read? illustrations in an informational picture book by describing facts learned from the pictures (e.g., how a seed grows into a plant).
PK;Reading Informational Text;Integration of Knowledge and Ideas;RI.PK.7;With prompting and support, describe important details from an illustration or photograph.
PK;Reading Informational Text;Integration of Knowledge and Ideas;RI.PK.9;With prompting and support, identify several books on a favorite topic or several books by a favorite author or illustrator.
PK;Reading Informational Text;Range of Reading and Level of Text Complexity;RI.PK.10;Listen actively as an individual and as a member of a group to a variety of age-appropriate informational texts read aloud.
PK;Reading Foundational Skills;Print Concepts;RF.PK.1;With guidance and support, demonstrate understanding of the organization and basic features of printed and written text: books, words, letters, and the alphabet.
PK;Reading Foundational Skills;Print Concepts;RF.PK.1.a;Handle books respectfully and appropriately, holding them right-side-up and turning pages one at a time from front to back.
PK;Reading Foundational Skills;Print Concepts;RF.PK.1.d;Recognize and name some uppercase letters of the alphabet and the lowercase letters in their own name.
PK;Reading Foundational Skills;Print Concepts;RF.PK.2;With guidance and support, demonstrate understanding of spoken words, syllables, and sounds (phonemes).
PK;Reading Foundational Skills;Print Concepts;RF.PK.2.a;With guidance and support, recognize and produce rhyming words (e.g., identify words that rhyme with /cat/ such as /bat/ and /sat/).
PK;Reading Foundational Skills;Print Concepts;RF.PK.2.b;With guidance and support, segment words in a simple sentence by clapping and naming the number of words in the sentence.
PK;Reading Foundational Skills;Print Concepts;RF.PK.2.c;Identify the initial sound of a spoken word and, with guidance and support, generate several other words that have the same initial sound.
PK;Reading Foundational Skills;Phonics and Word Recognition;RF.PK.3;Demonstrate beginning understanding of phonics and word analysis skills.
PK;Reading Foundational Skills;Phonics and Word Recognition;RF.PK.3.a;"Link an initial sound to a picture of an object that begins with that sound and, with guidance and support, to the corresponding printed letter (e.g., link the initial sound /b/ to a picture of a ball and, with support, to a printed or written ""B"")."
PK;Reading Foundational Skills;Phonics and Word Recognition;RF.PK.3.c;Recognize one?s own name and familiar common signs and labels (e.g., STOP).
PK;Writing;Text Types and Purposes;W.PK.1;Dictate words to express a preference or opinion about a topic (e.g., ?I would like to go to the fire station to see the truck and meet the firemen.?).
PK;Writing;Text Types and Purposes;W.PK.2;Use a combination of dictating and drawing to supply information about a topic.
PK;Writing;Text Types and Purposes;W.PK.3;Use a combination of dictating and drawing to tell a story.
PK;Writing;Production and Distribution of Writing;W.PK.6;Recognize that digital tools (e.g., computers, mobile phones, cameras) are used for communication and, with guidance and support, use them to convey messages in pictures and/or words.
PK;Speaking and Listening;Comprehension and Collaboration;SL.PK.1;Participate in collaborative conversations with diverse partners during daily routines and play.
PK;Speaking and Listening;Comprehension and Collaboration;SL.PK.1.a;Observe and use appropriate ways of interacting in a group (e.g., taking turns in talking, listening to peers, waiting to speak until another person is finished talking, asking questions and waiting for an answer, gaining the floor in appropriate ways).
PK;Speaking and Listening;Comprehension and Collaboration;SL.PK.1.b;Continue a conversation through multiple exchanges.
PK;Speaking and Listening;Comprehension and Collaboration;SL.PK.2;Recall information for short periods of time and retell, act out, or represent information from a text read aloud, a recording, or a video (e.g. watch a video about birds and their habitats and make drawings or constructions of birds and their nests).
PK;Speaking and Listening;Comprehension and Collaboration;SL.PK.3;Ask and answer questions in order to seek help, get information, or clarify something that is not understood.
PK;Speaking and Listening;Presentation of Knowledge and Ideas;SL.PK.4;"Describe personal experiences; tell stories."
PK;Speaking and Listening;Presentation of Knowledge and Ideas;SL.PK.5;Create representations of experiences or stories (e.g., drawings, constructions with blocks or other materials, clay models) and explain them to others.
PK;Speaking and Listening;Presentation of Knowledge and Ideas;SL.PK.6;Speak audibly and express thoughts, feelings, and ideas.
PK;Language;Conventions of Standard English;L.PK.1;Demonstrate command of the conventions of standard English grammar and usage when speaking.
PK;Language;Conventions of Standard English;L.PK.1.a;"Demonstrate the ability to speak in complete sentences and to form questions using frequently occurring nouns, verbs, question words, and prepositions; name and use in context numbers 0-10 (see pre-kindergarten mathematics standards for Counting and Cardinality.)"
PK;Language;Vocabulary Acquisition and Use;L.PK.4;Ask and answer questions about the meaning of new words and phrases introduced through books, activities, and play.
PK;Language;Vocabulary Acquisition and Use;L.PK.4.a;With guidance and support, generate words that are similar in meaning (e.g., happy/glad, angry/mad).
PK;Language;Vocabulary Acquisition and Use;L.PK.5;With guidance and support from adults, explore word relationships and nuances of word meanings.
PK;Language;Vocabulary Acquisition and Use;L.PK.5.a;Demonstrate understanding of concepts by sorting common objects into categories (e.g., sort objects by color, shape, or texture).
PK;Language;Vocabulary Acquisition and Use;L.PK.5.b;Identify real-life connections between words and their use (e.g., note places at school that are colorful).
PK;Language;Vocabulary Acquisition and Use;L.PK.5.c;Apply words˜learned in classroom activities to real-life examples (e.g., name places in school that are fun, quiet, or noisy).
PK;Language;Vocabulary Acquisition and Use;L.PK.6;Use words and phrases acquired through conversations, listening to books read aloud, activities, and play.
K;Reading Literature;Key Ideas and Details;RL.K.1;With prompting and support, ask and answer questions about key details in a text.
K;Reading Literature;Key Ideas and Details;RL.K.2;With prompting and support, retell familiar stories, including key details.
K;Reading Literature;Key Ideas and Details;RL.K.3;With prompting and support, identify characters, settings, and major events in a story.
K;Reading Literature;Craft and Structure;RL.K.4;Ask and answer questions about unknown words in a text. (See kindergarten Language Standards 4-6 on applying knowledge of vocabulary to reading.)
K;Reading Literature;Craft and Structure;RL.K.5;"Recognize common types of texts and characteristics of their structure (e.g., story elements in books; rhyme, rhythm, and repetition in poems)."
K;Reading Literature;Craft and Structure;RL.K.6;"With prompting and support, explain that reading the cover or title page is how to find out who created a book; name the author and illustrator of a book and define the role of each in telling the story."
K;Reading Literature;Integration of Knowledge and Ideas;RL.K.7;With prompting and support, describe the relationship between illustrations and the story in which they appear (e.g., what moment in a story an illustration depicts).
K;Reading Literature;Integration of Knowledge and Ideas;RL.K.8;(Not applicable.)
K;Reading Literature;Integration of Knowledge and Ideas;RL.K.9;With prompting and support, compare and contrast the adventures and experiences of characters in familiar stories.
K;Reading Literature;Range of Reading and Level of Text Complexity;RL.K.10;Actively engage in group reading activities with purpose and understanding.
K;Reading Informational Text;Key Ideas and Details;RI.K.1;With prompting and support, ask and answer questions about key details in a text.
K;Reading Informational Text;Key Ideas and Details;RI.K.2;With prompting and support, identify the main topic and retell key details of a text.
K;Reading Informational Text;Key Ideas and Details;RI.K.3;With prompting and support, describe the connection between two individuals, events, ideas, or pieces of information in a text.
K;Reading Informational Text;Craft and Structure;RI.K.4;With prompting and support, ask and answer questions about unknown words in a text. (See kindergarten Language Standards 4-6 on applying knowledge of vocabulary to reading.)
K;Reading Informational Text;Craft and Structure;RI.K.5;Identify the front cover, back cover, and title page of a book.
K;Reading Informational Text;Craft and Structure;RI.K.6;Name the author and illustrator of a text and define the role of each in presenting the ideas or information in a text.
K;Reading Informational Text;Integration of Knowledge and Ideas;RI.K.7;With prompting and support, describe the relationship between illustrations and the text in which they appear (e.g., what person, place, thing, or idea in the text an illustration depicts).
K;Reading Informational Text;Integration of Knowledge and Ideas;RI.K.8;With prompting and support, identify the reasons an author gives to support points in a text.
K;Reading Informational Text;Integration of Knowledge and Ideas;RI.K.9;With prompting and support, identify basic similarities in and differences between two texts on the same topic (e.g., in illustrations, descriptions, or procedures).
K;Reading Informational Text;Range of Reading and Level of Text Complexity;RI.K.10;Actively engage in group reading activities with purpose and understanding.
K;Reading Foundational Skills;Print Concepts;RF.K.1;Demonstrate understanding of the organization and basic features of print.
K;Reading Foundational Skills;Print Concepts;RF.K.1.a;Follow words from left to right, top to bottom, and page by page.
K;Reading Foundational Skills;Print Concepts;RF.K.1.b;Recognize that spoken words are represented in written language by specific sequences of letters.
K;Reading Foundational Skills;Print Concepts;RF.K.1.c;Understand that words are separated by spaces in print.
K;Reading Foundational Skills;Print Concepts;RF.K.1.d;Recognize and name all upper- and lowercase letters of the alphabet.
K;Reading Foundational Skills;Phonological Awareness;RF.K.2;Demonstrate understanding of spoken words, syllables, and sounds (phonemes).
K;Reading Foundational Skills;Phonological Awareness;RF.K.2.a;Recognize and produce rhyming words.
K;Reading Foundational Skills;Phonological Awareness;RF.K.2.b;Count, pronounce, blend, and segment syllables in spoken words.
K;Reading Foundational Skills;Phonological Awareness;RF.K.2.c;Blend and segment onsets and rimes of single-syllable spoken words.
K;Reading Foundational Skills;Phonological Awareness;RF.K.2.d;Isolate and pronounce the initial, medial vowel, and final sounds (phonemes) in three-phoneme (consonant-vowel-consonant, or CVC) words. (This does not include CVCs ending with /l/, /r/,or /x/.) [Note: Words, syllables, or phonemes written in /slashes/ refer to their pronunciation or phonology. Thus, /CVC/ is a word with three phonemes regardless of the number of letters in the spelling of the word.]
K;Reading Foundational Skills;Phonological Awareness;RF.K.2.e;Add or substitute individual sounds (phonemes) in simple, one-syllable words to make new words.
K;Reading Foundational Skills;Phonics and Word Recognition;RF.K.3;Know and apply grade-level phonics and word analysis skills in decoding words.
K;Reading Foundational Skills;Phonics and Word Recognition;RF.K.3.a;Demonstrate basic knowledge of letter-sound correspondences by producing the primary or many of the most frequent sounds for each consonant.
K;Reading Foundational Skills;Phonics and Word Recognition;RF.K.3.b;Associate the long and short sounds with the common spellings (graphemes) for the five major vowels.
K;Reading Foundational Skills;Phonics and Word Recognition;RF.K.3.c;Read common high-frequency words by sight. (e.g., the, of, to, you, she, my, is, are, do, does).
K;Reading Foundational Skills;Phonics and Word Recognition;RF.K.3d;Distinguish between similarly spelled words by identifying the sounds of the letters that differ.
K;Reading Foundational Skills;Fluency;RF.K.4;Read early-emergent-reader texts with purpose and understanding.
K;Standards;Text Types and Purposes;W.K.1;Use a combination of drawing, dictating, and writing to compose opinion pieces in which they tell a reader the topic or the name of the book they are writing about and state an opinion or preference about the topic or book (e.g., My favorite book is
K;Standards;Text Types and Purposes;W.K.2;Use a combination of drawing, dictating, and writing to compose informative/explanatory texts that name and supply some information about a topic.
K;Standards;Text Types and Purposes;W.K.3;"Use a combination of drawing, dictating, and writing to narrate a single event or experience, or several loosely linked events or experiences; sequence the narrative appropriately and provide a reaction to what happened."
K;Standards;Text Types and Purposes;W.K.3.a;For poems, use rhyming words to create structures (See kindergarten Reading Foundational Skills Standard 2a.)
K;Standards;Production and Distribution of Writing;W.K.5;With guidance and support from adults, respond to questions and suggestions from peers and add details to strengthen writing as needed.
K;Standards;Production and Distribution of Writing;W.K.5.b;Demonstrate the ability to use vocabulary appropriate for kindergarten (as described in kindergarten Language standards 4-6).
K;Standards;Production and Distribution of Writing;W.K.6;With guidance and support from adults, explore a variety of digital tools to produce and publish writing, including in collaboration with peers.
K;Standards;Research to Build and Present Knowledge;W.K.7;Participate in shared research and writing projects (e.g., explore a number of books by a favorite author and express opinions about them).
K;Standards;Research to Build and Present Knowledge;W.K.8;With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.
K;Standards;Range of Writing;W.K.10;Write or dictate writing for a range of tasks, purposes, and audiences.
K;Speaking and Listening;Comprehension and Collaboration;SL.K.1;Participate in collaborative conversations with diverse partners about kindergarten topics and texts with peers and adults in small and larger groups.
K;Speaking and Listening;Comprehension and Collaboration;SL.K.1.a;Follow agreed-upon rules for discussions (e.g., listening to others and taking turns speaking about the topics and texts under discussion).
K;Speaking and Listening;Comprehension and Collaboration;SL.K.1.b;Continue a conversation through multiple exchanges.
K;Speaking and Listening;Comprehension and Collaboration;SL.K.2;Confirm understanding of a text read aloud or information presented orally or through other media by asking and answering questions about key details and requesting clarification if something is not understood.
K;Speaking and Listening;Comprehension and Collaboration;SL.K.3;Ask and answer questions in order to seek help, get information, or clarify something that is not understood.
K;Speaking and Listening;Presentation of Knowledge and Ideas;SL.K.4;Describe familiar people, places, things, and events and, with prompting and support, provide additional detail.
K;Speaking and Listening;Presentation of Knowledge and Ideas;SL.K.5;Add drawings or other visual displays to descriptions as desired to provide additional detail.
K;Speaking and Listening;Presentation of Knowledge and Ideas;SL.K.6;Speak audibly and express thoughts, feelings, and ideas clearly.
K;Language;Conventions of Standard English;L.K.1;"Demonstrate command of the conventions of standard English grammar and usage when writing or speaking; retain and further develop language skills learned previously."
K;Language;Conventions of Standard English;L.K.1.a;"Sentence Structure and Meaning - Demonstrate the ability to produce and expand complete sentences, using frequently occurring nouns, pronouns, adjectives, verbs, question words, and prepositions; name and use in context numbers 0-100 (see kindergarten mat"
K;Language;Conventions of Standard English;L.K.1.b;Sentence Structure and Meaning - Form questions that seek additional information, rather than a simple yes/no answer.
K;Language;Conventions of Standard English;L.K.1.c;Word Usage - Form regular plural nouns orally by adding /s/ or /es/.
K;Language;Conventions of Standard English;L.K.2;Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
K;Language;Conventions of Standard English;L.K.2.a;Print upper- and lowercase letters.
K;Language;Conventions of Standard English;L.K.2.b;Capitalize the first word in a sentence and the pronoun I.
K;Language;Conventions of Standard English;L.K.2.c;Recognize and name end punctuation.
K;Language;Conventions of Standard English;L.K.2.d;Write a letter or letters for most consonant and short-vowel sounds (phonemes).
K;Language;Conventions of Standard English;L.K.2.e;Spell simple words phonetically, drawing on knowledge of sound-letter relationships.
K;Language;Conventions of Standard English;L.K.2.f;Write numbers 0-20 (see kindergarten mathematics standards for Counting and Cardinality).
K;Language;Vocabulary Acquisition and Use;L.K.4;Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on kindergarten reading and content.
K;Language;Vocabulary Acquisition and Use;L.K.4.a;Identify new meanings for familiar words and apply them accurately (e.g., knowing duck is a bird and learning the verb to duck).
K;Language;Vocabulary Acquisition and Use;L.K.5;With guidance and support from adults, explore word relationships and nuances in word meanings.
K;Language;Vocabulary Acquisition and Use;L.K.5.a;Sort common objects into categories (e.g., shapes, foods) to gain a sense of the concepts the categories represent.
K;Language;Vocabulary Acquisition and Use;L.K.5.b;Demonstrate understanding of frequently occurring verbs and adjectives by relating them to their opposites (antonyms).
K;Language;Vocabulary Acquisition and Use;L.K.5.c;Identify real-life connections between words and their use (e.g., note places at school that are colorful).
K;Language;Vocabulary Acquisition and Use;L.K.5.d;Distinguish shades of meaning among verbs describing the same general action (e.g., walk, march, strut, prance) by acting out the meanings.
K;Language;Vocabulary Acquisition and Use;L.K.6;Use words and phrases acquired through conversations, activities in the kindergarten curriculum, reading and being read to, and responding to texts.
1;Reading Literature;Key Ideas and Details;RL.1.1;Ask and answer questions about key details in a text.
1;Reading Literature;Key Ideas and Details;RL.1.2;Retell stories, including key details, and demonstrate understanding of their central message or lesson.
1;Reading Literature;Key Ideas and Details;RL.1.3;Describe characters, settings, and major events in a story, using key details.
1;Reading Literature;Craft and Structure;RL.1.4;Identify words and phrases in stories or poems that suggest feelings or appeal to the senses. (See grade 1 Language Standards 4-6 on applying knowledge of vocabulary to reading.)
1;Reading Literature;Craft and Structure;RL.1.5;Identify characteristics of common types of stories, including folktales and fairy tales.
1;Reading Literature;Craft and Structure;RL.1.6;Identify who is telling the story at various points in a text.
1;Reading Literature;Integration of Knowledge and Ideas;RL.1.7;Use illustrations and details in a story to describe its characters, setting, or events.
1;Reading Literature;Integration of Knowledge and Ideas;RL.1.8;(Not applicable. For expectations regarding central messages or lessons in stories, See Reading Literature Standard 2.)
1;Reading Literature;Integration of Knowledge and Ideas;RL.1.9;Compare and contrast the adventures and experiences of characters in stories.
1;Reading Literature;Range of Reading and Level of Text Complexity;RL.1.10;With prompting and support, read and comprehend literary texts representing a variety of genres, cultures, and perspectives and exhibiting complexity appropriate for at least  grade 1. See more information on qualitative and quantitative dimensions of text complexity.
1;Reading Informational Text;Key Ideas and Details;RI.1.1;Ask and answer questions about key details in a text.
1;Reading Informational Text;Key Ideas and Details;RI.1.2;Identify the main topic and retell key details of a text.
1;Reading Informational Text;Key Ideas and Details;RI.1.3;Describe the connection between two individuals, events, ideas, or pieces of information in a text.
1;Reading Informational Text;Craft and Structure;RI.1.4;Ask and answer questions to help determine or clarify the meaning of words and phrases in a text. (See grade 1 Language Standards 4-6 on applying knowledge of vocabulary to reading.)
1;Reading Informational Text;Craft and Structure;RI.1.5;Know and use various text features (e.g., headings, tables of contents, glossaries, electronic menus, icons) to locate key facts or information in a text.
1;Reading Informational Text;Craft and Structure;RI.1.6;Distinguish between information provided by pictures or other illustrations and information provided by the words in a text.
1;Reading Informational Text;Integration of Knowledge and Ideas;RI.1.7;Use the illustrations and details in a text to describe its key ideas.
1;Reading Informational Text;Integration of Knowledge and Ideas;RI.1.8;Identify the reasons an author gives to support points in a text.
1;Reading Informational Text;Integration of Knowledge and Ideas;RI.1.9;Identify basic similarities in and differences between two texts on the same topic (e.g., in illustrations, descriptions, or procedures).
1;Reading Informational Text;Range of Reading and Level of Text Complexity;RI.1.10;With prompting and support, read and comprehend informational texts exhibiting complexity appropriate for at least grade 1. (See more information on qualitative and quantitative dimensions of text complexity.)
1;Reading Foundational Skills;Print Concepts;RF.1.1;Demonstrate understanding of the organization and basic features of print.
1;Reading Foundational Skills;Print Concepts;RF.1.1.a;Recognize the distinguishing features of a sentence (e.g., first word, capitalization, ending punctuation).
1;Reading Foundational Skills;Phonological Awareness;RF.1.2;Demonstrate understanding of spoken words, syllables, and sounds (phonemes).
1;Reading Foundational Skills;Phonological Awareness;RF.1.2.a;Distinguish long from short vowel sounds in spoken single-syllable words .
1;Reading Foundational Skills;Phonological Awareness;RF.1.2.b;Orally produce single-syllable words by blending sounds (phonemes), including consonant blends.
1;Reading Foundational Skills;Phonological Awareness;RF.1.2.c;Isolate and pronounce initial, medial vowel, and final sounds (phonemes) in spoken single-syllable words.
1;Reading Foundational Skills;Phonological Awareness;RF.1.2.d;Segment spoken single-syllable words into their complete sequence of individual sounds (phonemes).
1;Reading Foundational Skills;Phonics and Word Recognition;RF.1.3;Know and apply grade-level phonics and word analysis skills in decoding words.
1;Reading Foundational Skills;Phonics and Word Recognition;RF.1.3.a;Know the spelling-sound correspondences for common consonant digraphs.
1;Reading Foundational Skills;Phonics and Word Recognition;RF.1.3.b;Decode regularly spelled one-syllable words.
1;Reading Foundational Skills;Phonics and Word Recognition;RF.1.3.c;Know final -e and common vowel team conventions for representing long vowel sounds.
1;Reading Foundational Skills;Phonics and Word Recognition;RF.1.3.d;Use knowledge that every syllable must have a vowel sound to determine the number of syllables in a printed word.
1;Reading Foundational Skills;Phonics and Word Recognition;RF.1.3.e;Decode two-syllable words following basic patterns by breaking the words into syllables.
1;Reading Foundational Skills;Phonics and Word Recognition;RF.1.3.f;Read words with inflectional endings.
1;Reading Foundational Skills;Phonics and Word Recognition;RF.1.3.g;Recognize and read grade-appropriate irregularly spelled words.
1;Reading Foundational Skills;Fluency;RF.1.4;Read with sufficient accuracy and fluency to support comprehension.
1;Reading Foundational Skills;Fluency;RF.1.4.a;Read grade-level text with purpose and understanding.
1;Reading Foundational Skills;Fluency;RF.1.4.b;Read grade-level text orally with accuracy, appropriate rate, and expression on successive readings.
1;Reading Foundational Skills;Fluency;RF.1.4.c;Use context to confirm or self-correct word recognition and understanding, rereading as necessary.
1;Writing;Text Types and Purposes;W.1.1;Write opinion pieces that introduce the topic or name the book they are writing about, state an opinion, supply a reason for the opinion, and provide some sense of closure.
1;Writing;Text Types and Purposes;W.1.2;Write informative/explanatory texts that name a topic, supply some facts about the topic, and provide some sense of closure.
1;Writing;Text Types and Purposes;W.1.3;Write narratives in prose or poem form that  recount two or more appropriately sequenced events or experiences, include some details about what happened or was experienced, use temporal words to signal  order where appropriate, and provide some sense of c
1;Writing;Text Types and Purposes;W.1.3.a;For poems, use rhyming words and words that repeat long and short vowel sounds to create structure (see Grade 1 Reading Foundational Skills Standard 2a).
1;Writing;Production and Distribution of Writing;W.1.4;Produce writing in which the development and organization are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in Standards 1-3 above.)
1;Writing;Production and Distribution of Writing;W.1.5;With guidance and support from adults, focus on a topic, respond to questions and suggestions from peers, and add details to strengthen writing as needed.
1;Writing;Production and Distribution of Writing;W.1.5.b;Demonstrate the ability to choose and use appropriate vocabulary (as described in Language Standards 4-6 up to and including grade 1).
1;Writing;Production and Distribution of Writing;W.1.6;With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers.
1;Writing;Research to Build and Present Knowledge;W.1.7;Participate in shared research and writing projects (e.g., explore a number of ?how-to? books on a given topic and use them to write a sequence of instructions).
1;Writing;Research to Build and Present Knowledge;W.1.8;With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.
1;Writing;Range of Writing;W.1.10;Write routinely for a range of tasks, purposes, and audiences.
1;Speaking and Listening;Comprehension and Collaboration;SL.1.1;Participate in collaborative conversations with diverse partners about grade 1 topics and texts with peers and adults in small and larger groups.
1;Speaking and Listening;Comprehension and Collaboration;SL.1.1.a;Follow agreed-upon rules for discussions (e.g., listening to others with care, speaking one at a time about the topics and texts under discussion).
1;Speaking and Listening;Comprehension and Collaboration;SL.1.1.b;Build on others? talk in conversations by responding to the comments of others through multiple exchanges.
