Grade;Area;Topic;Code;Description
Pre-K-2;Physical Activity and Fitness [2.2.PF];Self-management and Goal Setting: Set goals, engage in health-promoting behaviors, and avoid risky behaviors;2.2.PF.1;Exhibit positive self-concept, self-esteem, and confidence in abilities in a variety of settings, including practicing new movement skills, demonstrating skills to peers, and participating in cooperative and competitive games and activities. [PE]
Pre-K-2;Physical Activity and Fitness [2.2.PF];Self-management and Goal Setting: Set goals, engage in health-promoting behaviors, and avoid risky behaviors;2.2.PF.2;Recognize body responses, physiological changes in their bodies, and emotions during movement and physical activity. [HPE]
Pre-K-2;Physical Activity and Fitness [2.2.PF];Self-management and Goal Setting: Set goals, engage in health-promoting behaviors, and avoid risky behaviors;2.2.PF.3;"Identify and describe strengths and interests related to physical activity and movement skills, and those for which extra effort and practice is needed to experience success. [PE; SE]"
Pre-K-2;Physical Activity and Fitness [2.2.PF];Self-management and Goal Setting: Set goals, engage in health-promoting behaviors, and avoid risky behaviors;2.2.PF.4;"Exhibit prosocial behavior and contribute to the creation and maintenance of safe, supportive learning environments. [PE; SE]"
Pre-K-2;Physical Activity and Fitness [2.2.PF];Self-management and Goal Setting: Set goals, engage in health-promoting behaviors, and avoid risky behaviors;2.2.PF.5;Participate safely in a variety of physical education situations, including independent, partner and group activities, with and without equipment. [PE]
Pre-K-2;Physical Activity and Fitness [2.2.PF];Self-management and Goal Setting: Set goals, engage in health-promoting behaviors, and avoid risky behaviors;2.2.PF.6;Identify physical activity as a health-promoting habit that contributes to overall health and well-being, and list the benefits of these habits on physical well-being (e.g., activities that strengthen the heart and cardiovascular system, contribute to fitness, muscle-building) and mental health (e.g., stress management). [HPE] 
Pre-K-2;Physical Activity and Fitness [2.2.PF];Self-management and Goal Setting: Set goals, engage in health-promoting behaviors, and avoid risky behaviors;2.2.PF.7;Identify opportunities, in and out of the school setting, for safe, active play, and physical activity for self-expression, social interaction, personal enjoyment and challenge. [PE]
Pre-K-2;Physical Activity and Fitness [2.2.PF];Self-management and Goal Setting: Set goals, engage in health-promoting behaviors, and avoid risky behaviors;2.2.PF.8;Set a short-term physical activity goal relevant to specific needs and abilities, take meaningful action toward achieving the goal, and identify people at home or at school who can help when assistance is needed to achieve the goal.[PE]
Pre-K-2;Healthy Relationships [2.3.HR];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.HR.1;Define bullying and teasing, explain similarities and differences, and how both can be harmful.
Pre-K-2;Healthy Relationships [2.3.HR];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.HR.2;"Define and demonstrate simple ways to communicate personal boundaries and respect the boundaries of others, including physical, verbal, sexual, and emotional boundaries (e.g., explain why it is important to tell others not to touch their body when they do not want to be touched and why it is important to stop touching someone when they indicate the touch is unwelcome).ÿ[HPE; SE]"
Pre-K-2;Healthy Relationships [2.3.HR];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.HR.3;Explain how no one has a right to violate personal boundaries, and demonstrate an appropriate refusal (e.g., tell a trusted adult, say NO, leave the situation) when someone says or does something that does not respect personal boundaries. [HPE]
Pre-K-2;Healthy Relationships [2.3.HR];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.HR.4;"Identify groups to which one belongs and reflect on similarities and differences with others. [HPE; SE]"
Pre-K-2;Healthy Relationships [2.3.HR];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.HR.5;"Recognize the benefits of and strategies for cooperation in a variety of settings (including physical education). [HPE; SE]"
Pre-K-2;Healthy Relationships [2.3.HR];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.HR.6;"Discuss stereotypes, prejudice, discrimination, equality, and inequality and how these can affect relationships and situations. [HPE; SE]"
Pre-K-2;Healthy Relationships [2.3.HR];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.HR.7;Discuss gender-role stereotypes and their potential impacts on people of all genders.ÿ[HPE]
Pre-K-2;Healthy Relationships [2.3.HR];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.HR.8;"Acknowledge diversity, including (but not limited to) racial, ethnic, religious, dis/ability and cultural differences and traditions, and demonstrate respect for others, and demonstrate empathy and ways to treat all people with dignity and respect. [HPE; SE]"
Pre-K-2;Healthy Relationships [2.3.HR];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.HR.9;"Demonstrate awareness of, and ways to show respect for, different family structures (e.g., families with heterosexual parents, families with same-gender parents, single parent families, intergenerational families, adoptive families, foster families). [HE; SE]"
Pre-K-2;Healthy Relationships [2.3.HR];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.HR.10;"Predict how someone else may feel in a variety of situations and display compassionate and empathetic behaviors. [HE; SE]"
Pre-K-2;Mental and Emotional Health [2.3.MH];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.MH.1;"Identify reasons why it is important to have positive social relationships (e.g., positive emotions, support and help, someone to play with). [HPE; SE]"
Pre-K-2;Mental and Emotional Health [2.3.MH];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.MH.2;"Identify and practice strategies to make and keep friends, and develop positive peer relationships (e.g., identify and acknowledge other people?s feelings, communicate effectively, ask for help). [HPE; SE]"
Pre-K-2;Mental and Emotional Health [2.3.MH];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.MH.3;"Identify and practice talking to trusted adults, parents/guardians, and/or family members about feelings. [HPE; SE]ÿ"
Pre-K-2;Mental and Emotional Health [2.3.MH];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.MH.4;"Effectively express needs, wants, and feelings through both verbal and non-verbal actions. [HPE; SE]"
Pre-K-2;Mental and Emotional Health [2.3.MH];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.MH.5;"Show respect for the feelings, rights, and property of others. [HPE; SE]"
Pre-K-2;Mental and Emotional Health [2.3.MH];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.MH.6;"Demonstrate effective listening and communication skills, including giving and accepting a compliment and feedback, individually and in group settings. [HPE; SE]"
Pre-K-2;Mental and Emotional Health [2.3.MH];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.MH.7;"Recognize and appreciate individual differences in others. [HPE; SE]"
Pre-K-2;Mental and Emotional Health [2.3.MH];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.MH.8;"Describe positive qualities in self and others. [HPE; SE]"
Pre-K-2;Mental and Emotional Health [2.3.MH];Social Awareness, Relationship, and Communication Skills: Enhance relationships, personal health, and the health of others through social awareness and effective communication.;2.3.MH.9;"Identify reasons conflict and disagreements may arise in various situations and strategies for resolving misunderstandings and managing conflict. [HPE; SE]"
Pre-K-2;Physical Activity and Fitness [2.4.PF];Movement Skills: Demonstrate competence in, and knowledge of, a variety of movement forms, motor skills, physical fitness components, and principles in order to engage in purposeful and health-promoting physical activity, including sports and games.;2.4.PF.1;Demonstrate developmentally-appropriate locomotor movements (i.e., hop, gallop, jog, slide, skip, roll, and run) and movement concepts (i.e., traveling in various pathways, showing differentiation of speed) in dynamic environments (e.g., incorporated in a dance or rhythm activity, applied during a game or activity). [PE]
Pre-K-2;Physical Activity and Fitness [2.4.PF];Movement Skills: Demonstrate competence in, and knowledge of, a variety of movement forms, motor skills, physical fitness components, and principles in order to engage in purposeful and health-promoting physical activity, including sports and games.;2.4.PF.2;Demonstrate different levels (low, middle and high), a variety of relationships with objects (i.e., over, under, around, through), and ability to vary speed and force while traveling.ÿ[PE]
Pre-K-2;Physical Activity and Fitness [2.4.PF];Movement Skills: Demonstrate competence in, and knowledge of, a variety of movement forms, motor skills, physical fitness components, and principles in order to engage in purposeful and health-promoting physical activity, including sports and games.;2.4.PF.3;Demonstrate the ability to engage in rhythmic movement activities (e.g., move in self-space and general space in response to designated beats or rhythms, drumball, dance). [PE]
Pre-K-2;Physical Activity and Fitness [2.4.PF];Movement Skills: Demonstrate competence in, and knowledge of, a variety of movement forms, motor skills, physical fitness components, and principles in order to engage in purposeful and health-promoting physical activity, including sports and games.;2.4.PF.4;Demonstrate developmentally-appropriate jumping and landing (i.e., using a variety of one- and two-foot take-offs and landings, and jump roping skills). [PE]
Pre-K-2;Physical Activity and Fitness [2.4.PF];Movement Skills: Demonstrate competence in, and knowledge of, a variety of movement forms, motor skills, physical fitness components, and principles in order to engage in purposeful and health-promoting physical activity, including sports and games.;2.4.PF.5;Demonstrate stability skills by maintaining balance and transferring weight (one body part to another) on different bases of support and combining levels and shapes. [PE]
Pre-K-2;Physical Activity and Fitness [2.4.PF];Movement Skills: Demonstrate competence in, and knowledge of, a variety of movement forms, motor skills, physical fitness components, and principles in order to engage in purposeful and health-promoting physical activity, including sports and games.;2.4.PF.6;Demonstrate developmentally-appropriate stationary body actions in non-dynamic environments.ÿ
Pre-K-2;Physical Activity and Fitness [2.4.PF];Movement Skills: Demonstrate competence in, and knowledge of, a variety of movement forms, motor skills, physical fitness components, and principles in order to engage in purposeful and health-promoting physical activity, including sports and games.;2.4.PF.7;Demonstrate developmentally-appropriate manipulative skills in varying environments (i.e., underhand and overhand throwing in a non-dynamic environment, catching, dribbling with hands and feet, bouncing a ball, volleying, striking, rolling a ball in non-dynamic or dynamic environments, and kicking). [PE]
Pre-K-2;Mental and Emotional Health [2.5.MH];Self-awareness and Analyzing Influences: Examine how emotions, thoughts, needs, values, beliefs, and other factors (both internal and external) influence behaviors and articulate how these influences impact health behavior and outcomes.;2.5.MH.1;"Recognize and accurately label simple emotions (e.g., happy, sad, mad, worried, lonely). [HPE; SE]"
Pre-K-2;Mental and Emotional Health [2.5.MH];Self-awareness and Analyzing Influences: Examine how emotions, thoughts, needs, values, beliefs, and other factors (both internal and external) influence behaviors and articulate how these influences impact health behavior and outcomes.;2.5.MH.2;"Explain that emotions are information and that personal emotions may be the same or different from the emotions of others. [HPE; SE]"
Pre-K-2;Mental and Emotional Health [2.5.MH];Self-awareness and Analyzing Influences: Examine how emotions, thoughts, needs, values, beliefs, and other factors (both internal and external) influence behaviors and articulate how these influences impact health behavior and outcomes.;2.5.MH.3;"Demonstrate emotional regulation strategies to support mental and emotional health alone or with support from adults. [HPE; SE]"
Pre-K-2;Mental and Emotional Health [2.5.MH];Self-awareness and Analyzing Influences: Examine how emotions, thoughts, needs, values, beliefs, and other factors (both internal and external) influence behaviors and articulate how these influences impact health behavior and outcomes.;2.5.MH.4;"Accept failure and demonstrate the ability to persevere despite real or perceived failures. [HPE; SE]"
Pre-K-2;Mental and Emotional Health [2.5.MH];Self-awareness and Analyzing Influences: Examine how emotions, thoughts, needs, values, beliefs, and other factors (both internal and external) influence behaviors and articulate how these influences impact health behavior and outcomes.;2.5.MH.5;"Demonstrate growth-oriented practices by attempting, repeating, and experimenting with a variety of experiences and activities. [HPE; SE]"
Pre-K-2;Mental and Emotional Health [2.5.MH];Self-awareness and Analyzing Influences: Examine how emotions, thoughts, needs, values, beliefs, and other factors (both internal and external) influence behaviors and articulate how these influences impact health behavior and outcomes.;2.5.MH.6;"Describe personal strengths and the ways that those strengths support mental health. [HPE; SE]"
Pre-K-2;Mental and Emotional Health [2.5.MH];Self-awareness and Analyzing Influences: Examine how emotions, thoughts, needs, values, beliefs, and other factors (both internal and external) influence behaviors and articulate how these influences impact health behavior and outcomes.;2.5.MH.7;"Articulate and celebrate the individual characteristics that make a person unique, and explain that how a person views themselves can be influenced by different factors (e.g., peers, media, culture, family, phase of life). [HPE; SE]"
Pre-K-2;Mental and Emotional Health [2.5.MH];Self-awareness and Analyzing Influences: Examine how emotions, thoughts, needs, values, beliefs, and other factors (both internal and external) influence behaviors and articulate how these influences impact health behavior and outcomes.;2.5.MH.8;"Demonstrate strategies that help all students feel welcome and valued as a part of the school community (e.g., cooperative playing, listening, showing you care, sharing). [HPE; SE]"
Pre-K-2;Physical Health and Hygiene [2.6.PH];Information and Resource Seeking: Access, evaluate, and use valid and reliable health information, products, services, and related resources.;2.6.PH.1;"Identify school and community health helpers and community resources. [HPE; SE]"
Pre-K-2;Physical Health and Hygiene [2.6.PH];Information and Resource Seeking: Access, evaluate, and use valid and reliable health information, products, services, and related resources.;2.6.PH.2;Identify individuals who can assist with health-related issues and potentially life-threatening health conditions (e.g., asthma episodes, allergic reactions, seizures, concussions). [HE]
Pre-K-2;Substance Use and Misuse [2.6.SU];Information and Resource Seeking: Access, evaluate, and use valid and reliable health information, products, services, and related resources.;2.6.SU.1;Explain why it is important to use prescription and over-the-counter medicines correctly and safely, and the risks of ingesting household poisons (e.g., bleach, laundry detergent) and incorrectly using household products. [HE]
Pre-K-2;Substance Use and Misuse [2.6.SU];Information and Resource Seeking: Access, evaluate, and use valid and reliable health information, products, services, and related resources.;2.6.SU.2;Identify trusted adults at home and school (e.g., school nurse, guidance counselor) who can discuss rules and practices related to medicine use (e.g., only taking medicine with an adult?s help, only taking prescriptions that are prescribed to you). [HE]
Pre-K-2;Physical Health and Hygiene [2.7.PH];Self-Advocacy and Health Promotion: Promote personal, family, and community health and well-being;2.7.PH.1;Demonstrate personal hygiene habits and other behaviors that prevent the spread of illness (including foodborne illness) and infection. [HPE]
Pre-K-2;Physical Health and Hygiene [2.7.PH];Self-Advocacy and Health Promotion: Promote personal, family, and community health and well-being;2.7.PH.2;Describe personal health habits (i.e., brushing and flossing teeth, hygiene, hand washing, sufficient sleep, sun safety, physical activity, limiting screen time) that can prevent illness and promote self-care and overall health. [HPE]
Pre-K-2;Physical Health and Hygiene [2.7.PH];Self-Advocacy and Health Promotion: Promote personal, family, and community health and well-being;2.7.PH.3;Self-advocate in order to have personal health needs met (e.g., needing to wash hands, asking for sun protection, access to bathrooms). [HPE]
Pre-K-2;Physical Health and Hygiene [2.7.PH];Self-Advocacy and Health Promotion: Promote personal, family, and community health and well-being;2.7.PH.4;Recognize how the actions of others can impact physical health (e.g., spreading germs) and encourage peers to make positive choices about physical health habits and prevention strategies. [HPE]
Pre-K-2;Public, Community, and Environmental Health [2.7.CE];Self-Advocacy and Health Promotion: Promote personal, family, and community health and well-being;2.7.CE.1;Identify the impact of personal activities that contribute, positively or negatively, to the environment. [HE]
Pre-K-2;Public, Community, and Environmental Health [2.7.CE];Self-Advocacy and Health Promotion: Promote personal, family, and community health and well-being;2.7.CE.2;Identify ways that the communities people live in can impact their health and well-being. [HPE]
Pre-K-2;Public, Community, and Environmental Health [2.7.CE];Self-Advocacy and Health Promotion: Promote personal, family, and community health and well-being;2.7.CE.3;Identify strategies to minimize impact on the environment (e.g., reduce, reuse, recycle). [HE]
Pre-K-2;Public, Community, and Environmental Health [2.7.CE];Self-Advocacy and Health Promotion: Promote personal, family, and community health and well-being;2.7.CE.4;Encourage peers and family members to make choices to help protect the environment (e.g., recycling, using less water, turning off the lights). [HE]
Pre-K-2;Public, Community, and Environmental Health [2.7.CE];Self-Advocacy and Health Promotion: Promote personal, family, and community health and well-being;2.7.CE.5;Encourage peers and family to help in the community (e.g., donate food to a food pantry, clean up litter). [HE]
03-may;Nutrition and Balanced Eating [5.1.NE];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.NE.1;Identify principles of balanced eating to meet nutritional needs (e.g., moderation, eating a variety of fruits and vegetables, consuming nutrient-rich foods, limiting processed foods and foods high in added sugar, drinking water, limiting sugary beverages) when making nutrition-related decisions. [HPE]
03-may;Nutrition and Balanced Eating [5.1.NE];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.NE.2;Identify and describe hunger and satiety cues and how these can inform nutrition-related decision-making. [HE]
03-may;Nutrition and Balanced Eating [5.1.NE];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.NE.3;Discuss the benefits of balanced eating on physical health (e.g., supporting growth and development, ability to engage in physical activity), social health, and emotional and mental health (e.g., ability to manage stress, positive emotions) when making nutrition-related decisions. [HPE]
03-may;Nutrition and Balanced Eating [5.1.NE];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.NE.4;Demonstrate how to use food labels as part of nutrition-related decision-making. [HE]
03-may;Nutrition and Balanced Eating [5.1.NE];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.NE.5;Describe how cultivation, trade routes, and regions affect food supply, and how food production affects nutrition-related decisions. [HE]
03-may;Nutrition and Balanced Eating [5.1.NE];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.NE.6;Identify circumstances (e.g., budget, food access and availability, time management) that help or hinder decisions about nutrition and determine when assistance is needed in order to make a health-promoting decision. [HPE]
03-may;Nutrition and Balanced Eating [5.1.NE];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.NE.7;Explain a variety of factors that can influence decisions about nutrition (e.g., food during celebrations, food preferences, media advertising, celebrity endorsements and product placement, access and availability, financial resources, physical activity levels). [HPE]
03-may;Nutrition and Balanced Eating [5.1.NE];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.NE.8;Recognize that individuals have different food related needs, preferences, and traditions. [HE]
03-may;Nutrition and Balanced Eating [5.1.NE];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.NE.9;List options, predict potential outcomes of decision options, make a health-promoting choice, and analyze the outcome of decisions in common nutrition situations. [HE]
03-may;Physical Activity and Fitness [5.1.PF];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.PF.1;Analyze movement situations and apply the appropriate spatial, movement, and strategic concepts (e.g., force, direction, speed, pathways, extensions) in small-sided practice tasks, game environments, dance, and gymnastics. [PE]
03-may;Physical Activity and Fitness [5.1.PF];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.PF.2;Apply basic offensive and defensive strategies and tactics in a variety of activities and small-sided games. [PE]
03-may;Physical Activity and Fitness [5.1.PF];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.PF.3;Apply movement concepts, principles and strategies to avoid objects within dynamic environments [PE] 
03-may;Physical Activity and Fitness [5.1.PF];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.PF.4;Analyze and modify a movement based on the demands of the task and/or environmental constraints in dynamic and changing situations. [PE]
03-may;Physical Activity and Fitness [5.1.PF];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.PF.5;Adjust performance of locomotor, manipulative, and stability skills based on environmental and task constraints and ensure safe physical activity participation of the individual and peers. [PE]
03-may;Physical Activity and Fitness [5.1.PF];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.PF.6;Demonstrate effective decision-making skills while engaged in emerging and maturing skill performance settings (including dance and gymnastics), games, and activities. [PE]
03-may;Physical Activity and Fitness [5.1.PF];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.PF.7;"Engage in independent and cooperative problem-solving activities while participating in physical activities. [PE; SE]"
03-may;Physical Activity and Fitness [5.1.PF];Decision-making and Problem-Solving: Make health-promoting, informed, responsible decisions and solve problems in a variety of health-related situations.;5.1.PF.8;Compare benefits of various physical activities in order to support personal decision-making related to physical activity. [PE]
03-may;Mental and Emotional Health [5.2.MH];Self-management and Goal Setting: Set goals, engage in health-promoting behaviors, and avoid risky behaviors.;5.1.MH.1;"Identify different feelings and emotions (e.g., anger, fear, grief, sadness, anxiety, stress, hopelessness, gratitude, love, excitement, contentedness, hope, pride, happiness) that people may experience and how people might express those emotions (including individual and cultural differences in expression). [HPE; SE]"
03-may;Mental and Emotional Health [5.2.MH];Self-management and Goal Setting: Set goals, engage in health-promoting behaviors, and avoid risky behaviors.;5.1.MH.2;"Discuss how feelings and emotions can impact behavior. [HPE; SE]"
03-may;Mental and Emotional Health [5.2.MH];Self-management and Goal Setting: Set goals, engage in health-promoting behaviors, and avoid risky behaviors.;5.1.MH.3;"Recognize that all feelings and emotions are information that individuals can use to support mental and emotional health. [HPE; SE]"
